shipment_id,order_id,ship_date,ship_mode,shipping_cost
3805,3805,2025-05-21,Standard,44.34
3806,3806,2024-09-07,Standard,29.65
3807,3807,2025-06-06,Second Class,12.35
3808,3808,2025-07-30,Second Class,26.61
3809,3809,2026-05-13,Second Class,45.29
3810,3810,2025-06-03,Standard,49.37
3811,3811,2025-07-01,Standard,8.42
3812,3812,2024-07-07,Second Class,19.11
3813,3813,2026-05-24,Same Day,29.23
3814,3814,2026-06-02,Standard,35.85
3815,3815,2024-10-03,Second Class,49.46
3816,3816,2024-07-06,Same Day,25.28
3817,3817,2025-04-01,First Class,17.63
3818,3818,2025-03-01,Standard,9.19
3819,3819,2025-08-07,Standard,38.65
3820,3820,2025-01-27,Same Day,30.27
3821,3821,2025-05-10,Second Class,18.74
3822,3822,2024-07-01,Same Day,42.49
3823,3823,2024-12-09,Same Day,45.46
3824,3824,2024-10-18,Same Day,44.82
3825,3825,2025-11-10,Standard,43.65
3826,3826,2024-11-03,Same Day,29.73
3827,3827,2025-11-26,First Class,9.56
3828,3828,2025-03-20,Same Day,9.19
3829,3829,2026-04-09,Second Class,34.03
3830,3830,2025-12-09,Second Class,42.43
3831,3831,2024-10-05,Standard,26.24
3832,3832,2025-02-06,Same Day,44.01
3833,3833,2024-06-09,Standard,46.91
3834,3834,2025-03-10,Same Day,16.68
3835,3835,2026-05-26,Same Day,30.46
3836,3836,2025-03-11,Second Class,42.55
3837,3837,2025-07-26,First Class,36.31
3838,3838,2025-10-27,Standard,8.04
3839,3839,2025-09-12,Second Class,39.69
3840,3840,2025-11-29,Second Class,47.73
3841,3841,2026-03-17,Standard,25.66
3842,3842,2025-01-27,Same Day,7.6
3843,3843,2026-05-17,Same Day,42.13
3844,3844,2025-04-24,First Class,25.31
3845,3845,2026-01-27,Same Day,21.92
3846,3846,2026-05-17,First Class,10.87
3847,3847,2024-06-06,Second Class,49.94
3848,3848,2025-07-18,Same Day,34.19
3849,3849,2026-02-15,Same Day,24.09
3850,3850,2024-09-30,Standard,41.0
3851,3851,2026-01-21,First Class,46.5
3852,3852,2026-04-25,Same Day,39.13
3853,3853,2024-06-21,Second Class,30.94
3854,3854,2025-12-07,Standard,45.28
3855,3855,2024-09-23,Same Day,21.95
3856,3856,2025-08-05,First Class,41.91
3857,3857,2026-05-21,Standard,47.03
3858,3858,2024-07-31,Standard,39.86
3859,3859,2026-04-25,Second Class,42.4
3860,3860,2025-05-13,Second Class,32.61
3861,3861,2025-09-09,Second Class,33.09
3862,3862,2026-03-13,First Class,25.7
3863,3863,2025-09-16,Standard,22.41
3864,3864,2024-11-21,Second Class,19.54
3865,3865,2024-11-03,Second Class,26.02
3866,3866,2026-04-02,Second Class,26.47
3867,3867,2024-11-20,Same Day,45.72
3868,3868,2025-01-15,First Class,31.16
3869,3869,2024-06-04,Second Class,37.15
3870,3870,2024-10-05,Second Class,32.81
3871,3871,2025-05-09,First Class,13.04
3872,3872,2025-12-29,First Class,29.37
3873,3873,2025-12-02,Same Day,8.68
3874,3874,2024-12-21,Standard,6.67
3875,3875,2025-08-07,Same Day,23.4
3876,3876,2025-12-13,First Class,46.25
3877,3877,2026-03-24,Second Class,9.8
3878,3878,2025-09-07,First Class,49.46
3879,3879,2025-08-11,First Class,46.12
3880,3880,2025-11-20,Same Day,39.09
3881,3881,2026-03-03,Standard,19.93
3882,3882,2025-09-30,Second Class,7.56
3883,3883,2025-05-21,Same Day,19.4
3884,3884,2024-06-21,Same Day,34.09
3885,3885,2025-07-21,Second Class,19.95
3886,3886,2025-05-12,Second Class,32.47
3887,3887,2024-11-22,Standard,39.59
3888,3888,2026-02-16,First Class,27.7
3889,3889,2026-03-10,First Class,31.65
3890,3890,2026-04-18,First Class,38.12
3891,3891,2026-02-24,Second Class,8.67
3892,3892,2026-02-07,Second Class,18.66
3893,3893,2024-11-26,Second Class,8.53
3894,3894,2025-05-22,Standard,46.01
3895,3895,2026-04-07,Same Day,35.98
3896,3896,2025-02-27,First Class,15.7
3897,3897,2026-04-17,Second Class,31.99
3898,3898,2025-08-19,Standard,14.62
3899,3899,2025-07-01,Standard,31.84
3900,3900,2026-04-02,Standard,44.47
3901,3901,2024-09-14,Second Class,34.45
3902,3902,2026-01-20,Same Day,18.34
3903,3903,2025-09-14,Standard,39.42
3904,3904,2025-11-21,Same Day,21.0
3905,3905,2026-04-12,First Class,46.37
3906,3906,2026-01-31,Second Class,15.85
3907,3907,2025-10-13,First Class,30.53
3908,3908,2024-12-17,First Class,42.56
3909,3909,2025-06-16,Standard,36.77
3910,3910,2025-10-02,Standard,22.35
3911,3911,2024-08-27,First Class,43.71
3912,3912,2025-01-19,First Class,9.25
3913,3913,2024-11-11,First Class,11.5
3914,3914,2025-03-11,Standard,31.03
3915,3915,2024-06-19,Same Day,41.73
3916,3916,2025-09-11,Second Class,49.27
3917,3917,2025-08-31,First Class,30.77
3918,3918,2025-10-26,Standard,30.71
3919,3919,2025-05-21,Standard,46.67
3920,3920,2025-12-18,Standard,32.26
3921,3921,2026-03-27,Second Class,42.09
3922,3922,2026-03-27,Same Day,40.55
3923,3923,2024-06-20,First Class,42.56
3924,3924,2024-07-29,Standard,13.96
3925,3925,2025-02-16,First Class,16.08
3926,3926,2026-04-08,Standard,24.14
3927,3927,2025-08-20,First Class,22.48
3928,3928,2026-01-08,First Class,40.23
3929,3929,2025-08-05,Same Day,8.61
3930,3930,2025-07-14,Standard,39.36
3931,3931,2025-03-31,Second Class,26.95
3932,3932,2024-09-28,Same Day,9.37
3933,3933,2024-08-01,Standard,31.68
3934,3934,2024-12-24,Standard,27.42
3935,3935,2024-09-26,Second Class,32.02
3936,3936,2026-04-27,First Class,37.82
3937,3937,2026-02-26,Same Day,23.87
3938,3938,2025-04-30,Second Class,35.88
3939,3939,2026-03-19,Second Class,15.45
3940,3940,2025-12-15,Second Class,18.07
3941,3941,2025-03-10,Same Day,32.42
3942,3942,2024-10-01,First Class,22.57
3943,3943,2025-07-18,Standard,47.27
3944,3944,2026-01-06,Same Day,48.83
3945,3945,2024-06-10,Second Class,43.94
3946,3946,2026-01-07,Second Class,32.96
3947,3947,2025-11-07,First Class,40.37
3948,3948,2025-03-25,Same Day,32.22
3949,3949,2025-06-06,Second Class,35.83
3950,3950,2025-02-05,First Class,19.92
3951,3951,2025-07-29,Same Day,23.35
3952,3952,2025-01-18,Second Class,48.97
3953,3953,2024-07-17,Standard,34.2
3954,3954,2025-04-22,Standard,48.62
3955,3955,2024-10-02,Standard,25.72
3956,3956,2025-08-31,First Class,13.11
3957,3957,2024-10-31,Same Day,16.86
3958,3958,2026-05-17,Same Day,8.16
3959,3959,2025-12-29,Second Class,10.5
3960,3960,2026-03-08,First Class,25.26
3961,3961,2026-04-24,Same Day,33.17
3962,3962,2025-07-17,Standard,15.54
3963,3963,2025-10-30,Same Day,17.59
3964,3964,2024-09-12,Same Day,49.1
3965,3965,2025-08-26,First Class,17.07
3966,3966,2025-04-08,Same Day,43.38
3967,3967,2025-08-07,Standard,5.25
3968,3968,2025-10-30,Second Class,40.66
3969,3969,2026-05-13,First Class,15.14
3970,3970,2025-06-09,Standard,25.59
3971,3971,2025-02-10,Same Day,39.21
3972,3972,2025-09-06,Standard,47.15
3973,3973,2025-04-21,Second Class,45.94
3974,3974,2025-07-23,First Class,46.86
3975,3975,2026-05-30,Standard,9.68
3976,3976,2026-02-26,Same Day,19.14
3977,3977,2024-09-01,First Class,29.54
3978,3978,2025-12-18,Second Class,8.51
3979,3979,2026-02-25,First Class,49.75
3980,3980,2025-05-01,Second Class,9.42
3981,3981,2026-05-23,Second Class,49.08
3982,3982,2026-02-27,Same Day,13.37
3983,3983,2026-05-07,Standard,30.82
3984,3984,2025-10-16,Standard,8.59
3985,3985,2024-07-21,Second Class,15.19
3986,3986,2026-02-12,Standard,7.38
3987,3987,2026-03-26,Second Class,14.89
3988,3988,2026-01-05,Same Day,24.02
3989,3989,2024-09-18,Standard,43.31
3990,3990,2025-11-10,Second Class,30.78
3991,3991,2025-01-18,Second Class,14.46
3992,3992,2024-07-31,Second Class,39.51
3993,3993,2024-11-13,Second Class,21.27
3994,3994,2024-12-18,Second Class,30.21
3995,3995,2024-10-01,Second Class,49.03
3996,3996,2024-08-30,Second Class,23.15
3997,3997,2024-07-18,Same Day,5.77
3998,3998,2025-10-06,Same Day,25.63
3999,3999,2025-12-25,Same Day,13.53
4000,4000,2024-06-15,First Class,38.08
4001,4001,2025-02-18,First Class,43.67
4002,4002,2024-12-01,Same Day,8.17
4003,4003,2025-09-04,First Class,38.04
4004,4004,2024-06-03,Standard,26.06
4005,4005,2025-08-03,Standard,20.48
4006,4006,2026-01-31,Same Day,18.74
4007,4007,2025-11-20,Second Class,17.7
4008,4008,2025-06-05,First Class,27.13
4009,4009,2025-09-18,Second Class,32.34
4010,4010,2026-03-22,First Class,47.87
4011,4011,2024-11-19,Standard,33.6
4012,4012,2026-05-01,First Class,19.08
4013,4013,2025-05-03,Second Class,36.77
4014,4014,2024-08-22,Standard,17.18
4015,4015,2025-03-28,First Class,13.14
4016,4016,2024-12-14,First Class,44.89
4017,4017,2025-02-27,Standard,23.6
4018,4018,2025-05-25,First Class,22.12
4019,4019,2026-04-01,Second Class,12.97
4020,4020,2025-12-05,Second Class,36.41
4021,4021,2025-05-05,Same Day,35.81
4022,4022,2026-03-06,Standard,26.81
4023,4023,2025-07-16,Second Class,22.59
4024,4024,2026-05-25,Standard,29.98
4025,4025,2025-12-06,First Class,6.99
4026,4026,2025-05-26,Same Day,39.78
4027,4027,2024-11-17,Second Class,28.4
4028,4028,2026-05-27,Same Day,41.9
4029,4029,2026-03-31,Same Day,29.71
4030,4030,2025-01-06,Same Day,13.84
4031,4031,2024-09-09,Second Class,9.79
4032,4032,2024-10-20,Standard,21.93
4033,4033,2026-03-07,Same Day,43.91
4034,4034,2024-07-28,Second Class,12.32
4035,4035,2025-06-12,Second Class,39.43
4036,4036,2025-05-16,Second Class,10.54
4037,4037,2024-08-06,First Class,42.65
4038,4038,2024-08-29,Standard,16.43
4039,4039,2025-03-20,Same Day,36.88
4040,4040,2025-04-02,Second Class,27.4
4041,4041,2025-10-12,Same Day,37.27
4042,4042,2025-12-23,Standard,24.59
4043,4043,2025-11-07,Standard,11.38
4044,4044,2025-09-24,First Class,22.43
4045,4045,2025-09-09,Same Day,37.3
4046,4046,2026-01-09,First Class,20.71
4047,4047,2026-03-09,First Class,39.43
4048,4048,2026-04-09,Same Day,10.72
4049,4049,2025-05-29,Second Class,23.72
4050,4050,2025-05-24,First Class,36.12
4051,4051,2026-05-09,Second Class,33.96
4052,4052,2026-01-18,Same Day,20.63
4053,4053,2026-01-25,Same Day,32.82
4054,4054,2025-02-27,Second Class,39.35
4055,4055,2026-04-25,Standard,40.24
4056,4056,2025-01-16,Same Day,14.12
4057,4057,2024-08-19,First Class,30.02
4058,4058,2026-04-23,First Class,6.52
4059,4059,2026-04-18,Standard,20.19
4060,4060,2025-11-13,Standard,15.99
4061,4061,2025-05-11,Second Class,16.25
4062,4062,2024-07-03,Standard,39.5
4063,4063,2025-01-24,Second Class,24.78
4064,4064,2025-04-08,First Class,13.11
4065,4065,2025-09-13,Standard,36.93
4066,4066,2025-01-22,Standard,25.45
4067,4067,2025-09-27,Same Day,16.68
4068,4068,2024-12-30,Standard,37.06
4069,4069,2024-11-14,Second Class,39.62
4070,4070,2026-01-19,Second Class,36.38
4071,4071,2025-10-19,Same Day,12.22
4072,4072,2025-07-21,Second Class,38.5
4073,4073,2026-01-19,Second Class,14.03
4074,4074,2025-02-05,Same Day,23.63
4075,4075,2025-03-12,Second Class,30.71
4076,4076,2024-08-16,Second Class,25.29
4077,4077,2024-09-08,Same Day,18.77
4078,4078,2026-03-08,Standard,12.52
4079,4079,2025-08-08,First Class,10.16
4080,4080,2024-08-01,Second Class,12.2
4081,4081,2025-03-31,Second Class,8.96
4082,4082,2025-10-06,First Class,23.0
4083,4083,2025-04-25,Standard,22.41
4084,4084,2026-03-16,Standard,35.8
4085,4085,2025-08-12,Standard,6.06
4086,4086,2024-08-11,Standard,20.08
4087,4087,2026-05-01,Second Class,44.28
4088,4088,2025-03-27,Standard,26.77
4089,4089,2024-09-27,First Class,8.26
4090,4090,2024-09-01,Same Day,22.12
4091,4091,2024-09-18,Same Day,18.02
4092,4092,2025-05-06,First Class,45.62
4093,4093,2025-08-02,Same Day,17.04
4094,4094,2026-03-01,Second Class,5.2
4095,4095,2025-09-25,Second Class,14.03
4096,4096,2026-01-02,Standard,44.22
4097,4097,2024-06-21,Same Day,27.28
4098,4098,2025-12-25,Standard,37.56
4099,4099,2026-02-01,Same Day,44.67
4100,4100,2025-10-31,First Class,16.86
4101,4101,2024-10-23,Second Class,38.1
4102,4102,2026-01-19,First Class,36.41
4103,4103,2024-06-01,First Class,18.45
4104,4104,2025-12-04,First Class,31.84
4105,4105,2025-02-03,Standard,22.57
4106,4106,2026-04-27,Same Day,41.81
4107,4107,2024-08-15,Standard,27.86
4108,4108,2025-08-12,Standard,17.83
4109,4109,2024-09-28,Same Day,48.74
4110,4110,2024-08-10,Same Day,11.14
4111,4111,2025-06-01,First Class,8.07
4112,4112,2026-05-19,Second Class,25.47
4113,4113,2024-07-14,Second Class,36.87
4114,4114,2025-08-13,Second Class,8.04
4115,4115,2026-03-10,Same Day,21.77
4116,4116,2025-02-03,Second Class,24.23
4117,4117,2024-09-12,First Class,22.0
4118,4118,2025-05-14,Same Day,44.28
4119,4119,2025-11-15,Same Day,35.97
4120,4120,2025-07-12,First Class,41.7
4121,4121,2025-08-16,Same Day,27.13
4122,4122,2025-11-18,First Class,48.4
4123,4123,2024-10-04,Same Day,13.18
4124,4124,2025-06-06,Same Day,42.63
4125,4125,2024-12-04,Second Class,17.88
4126,4126,2026-05-28,Standard,45.96
4127,4127,2026-02-01,Second Class,14.57
4128,4128,2024-09-23,First Class,44.6
4129,4129,2026-04-18,First Class,13.09
4130,4130,2025-07-12,First Class,30.35
4131,4131,2025-02-25,Second Class,28.03
4132,4132,2025-06-21,Same Day,32.68
4133,4133,2024-07-28,Second Class,21.94
4134,4134,2024-08-22,Second Class,13.61
4135,4135,2025-08-17,First Class,35.34
4136,4136,2024-08-12,Standard,44.94
4137,4137,2025-04-19,Standard,31.22
4138,4138,2024-07-16,Second Class,31.61
4139,4139,2026-05-28,Second Class,45.15
4140,4140,2026-04-28,Same Day,29.95
4141,4141,2025-09-28,Same Day,26.61
4142,4142,2025-01-09,Standard,25.58
4143,4143,2025-12-20,First Class,7.19
4144,4144,2026-03-09,Second Class,6.35
4145,4145,2025-11-09,Same Day,36.34
4146,4146,2025-09-17,First Class,31.99
4147,4147,2026-05-07,Second Class,22.02
4148,4148,2025-09-26,Second Class,17.07
4149,4149,2026-05-20,Same Day,15.77
4150,4150,2025-02-19,Standard,43.53
4151,4151,2024-07-10,Standard,16.32
4152,4152,2025-06-16,Second Class,40.32
4153,4153,2026-05-10,Same Day,46.63
4154,4154,2025-10-10,First Class,10.07
4155,4155,2025-04-28,Same Day,23.63
4156,4156,2025-06-01,Second Class,35.88
4157,4157,2024-07-04,Standard,21.68
4158,4158,2024-09-09,Second Class,24.98
4159,4159,2026-04-05,Standard,37.75
4160,4160,2026-03-13,Same Day,21.81
4161,4161,2025-08-19,Same Day,44.07
4162,4162,2026-05-06,Second Class,13.63
4163,4163,2026-01-31,Second Class,36.16
4164,4164,2025-07-07,Same Day,47.42
4165,4165,2026-03-10,Second Class,49.49
4166,4166,2025-03-20,Second Class,25.27
4167,4167,2025-02-23,Second Class,43.24
4168,4168,2025-05-02,First Class,30.6
4169,4169,2026-04-02,First Class,17.69
4170,4170,2025-11-20,First Class,37.78
4171,4171,2025-03-19,First Class,9.19
4172,4172,2025-08-01,Same Day,6.37
4173,4173,2025-12-28,Second Class,31.93
4174,4174,2025-03-30,First Class,7.64
4175,4175,2024-10-20,Second Class,18.84
4176,4176,2025-08-09,First Class,13.91
4177,4177,2026-03-01,Same Day,26.85
4178,4178,2025-04-28,First Class,32.39
4179,4179,2025-06-04,Same Day,47.38
4180,4180,2026-01-25,First Class,44.87
4181,4181,2025-09-24,First Class,10.37
4182,4182,2026-04-14,First Class,16.42
4183,4183,2025-04-21,Standard,32.61
4184,4184,2025-03-31,First Class,5.69
4185,4185,2025-03-24,Same Day,17.91
4186,4186,2025-02-18,Standard,48.44
4187,4187,2025-07-23,Standard,13.67
4188,4188,2025-05-02,First Class,17.97
4189,4189,2024-11-05,First Class,28.51
4190,4190,2025-01-18,Standard,42.08
4191,4191,2025-01-20,First Class,13.02
4192,4192,2024-08-18,First Class,12.13
4193,4193,2025-07-19,Standard,38.47
4194,4194,2025-06-14,First Class,37.59
4195,4195,2025-06-23,First Class,41.62
4196,4196,2025-02-17,First Class,18.15
4197,4197,2025-08-24,Second Class,34.36
4198,4198,2025-03-22,Standard,8.61
4199,4199,2025-07-16,Standard,17.32
4200,4200,2025-11-10,Same Day,19.35
4201,4201,2024-09-29,First Class,30.3
4202,4202,2025-01-25,Standard,17.81
4203,4203,2025-05-09,First Class,20.15
4204,4204,2025-08-23,First Class,14.24
4205,4205,2024-12-29,Standard,26.84
4206,4206,2025-08-21,Second Class,48.79
4207,4207,2024-12-04,Second Class,45.35
4208,4208,2025-02-05,Standard,14.82
4209,4209,2025-03-25,Standard,45.24
4210,4210,2024-11-26,Standard,25.36
4211,4211,2025-12-12,Standard,39.74
4212,4212,2025-07-24,First Class,40.87
4213,4213,2025-06-06,Standard,49.12
4214,4214,2025-03-17,First Class,5.79
4215,4215,2026-02-13,Second Class,8.23
4216,4216,2026-04-26,Second Class,33.08
4217,4217,2026-01-08,Standard,49.71
4218,4218,2025-05-04,First Class,38.82
4219,4219,2026-02-02,Second Class,42.02
4220,4220,2025-12-19,Same Day,8.79
4221,4221,2024-09-14,First Class,45.7
4222,4222,2025-03-28,Second Class,31.93
4223,4223,2025-05-19,Same Day,15.49
4224,4224,2025-02-17,First Class,5.53
4225,4225,2025-11-10,First Class,40.53
4226,4226,2024-07-22,First Class,6.12
4227,4227,2025-11-13,Same Day,31.79
4228,4228,2026-03-24,Same Day,6.99
4229,4229,2024-09-30,Second Class,45.04
4230,4230,2025-01-19,Standard,30.9
4231,4231,2024-12-21,Standard,36.39
4232,4232,2026-05-26,Same Day,39.04
4233,4233,2024-08-28,Second Class,12.79
4234,4234,2025-11-23,Same Day,18.65
4235,4235,2026-02-07,Standard,28.85
4236,4236,2025-04-12,Same Day,30.84
4237,4237,2024-08-30,Same Day,28.09
4238,4238,2025-05-29,First Class,25.44
4239,4239,2024-12-04,Same Day,46.97
4240,4240,2024-12-15,Same Day,40.88
4241,4241,2024-12-08,Same Day,5.07
4242,4242,2024-10-22,Standard,38.87
4243,4243,2024-08-04,First Class,35.53
4244,4244,2025-04-16,Same Day,8.19
4245,4245,2025-07-09,Second Class,23.49
4246,4246,2024-10-17,Second Class,8.92
4247,4247,2024-06-28,First Class,17.01
4248,4248,2025-09-16,Second Class,39.38
4249,4249,2025-08-07,First Class,16.85
4250,4250,2025-06-21,Second Class,28.78
4251,4251,2025-11-05,First Class,26.0
4252,4252,2025-11-05,First Class,6.99
4253,4253,2026-03-29,First Class,46.29
4254,4254,2025-04-23,Second Class,30.42
4255,4255,2026-02-10,Second Class,18.73
4256,4256,2026-05-18,Second Class,20.71
4257,4257,2024-10-31,Standard,16.88
4258,4258,2024-05-31,Same Day,44.67
4259,4259,2025-10-11,Second Class,23.81
4260,4260,2024-08-16,Standard,20.22
4261,4261,2025-07-16,Second Class,8.52
4262,4262,2024-12-24,First Class,44.38
4263,4263,2026-04-16,Second Class,13.18
4264,4264,2025-06-28,Second Class,28.52
4265,4265,2025-12-06,Same Day,49.29
4266,4266,2024-09-16,Same Day,18.22
4267,4267,2025-06-07,First Class,29.83
4268,4268,2025-08-10,Standard,8.1
4269,4269,2026-04-16,Second Class,34.83
4270,4270,2024-06-09,Same Day,7.33
4271,4271,2025-07-06,Second Class,11.79
4272,4272,2024-08-07,Standard,38.84
4273,4273,2025-09-13,First Class,8.19
4274,4274,2024-09-29,Second Class,10.02
4275,4275,2025-03-29,First Class,41.5
4276,4276,2025-05-17,Standard,37.64
4277,4277,2024-07-02,Second Class,42.81
4278,4278,2026-01-15,Standard,18.77
4279,4279,2024-10-26,Standard,25.54
4280,4280,2025-03-25,Same Day,18.53
4281,4281,2025-07-28,Same Day,7.8
4282,4282,2024-08-16,Same Day,37.87
4283,4283,2025-02-04,First Class,26.2
4284,4284,2025-11-04,First Class,43.17
4285,4285,2024-08-03,Second Class,20.8
4286,4286,2024-06-03,Standard,5.82
4287,4287,2025-12-24,Second Class,31.71
4288,4288,2025-02-14,First Class,31.69
4289,4289,2026-01-03,Standard,25.85
4290,4290,2026-02-05,Standard,28.38
4291,4291,2025-12-31,Same Day,21.6
4292,4292,2025-04-22,First Class,27.47
4293,4293,2026-04-22,Second Class,7.04
4294,4294,2025-03-06,Standard,17.23
4295,4295,2024-12-19,Second Class,21.74
4296,4296,2025-10-03,First Class,5.82
4297,4297,2024-11-14,Standard,39.21
4298,4298,2024-12-12,First Class,46.5
4299,4299,2025-08-07,First Class,12.8
4300,4300,2025-01-19,Same Day,24.26
4301,4301,2025-04-02,Standard,31.89
4302,4302,2024-08-15,First Class,8.75
4303,4303,2026-02-22,Second Class,45.33
4304,4304,2025-02-14,First Class,41.22
4305,4305,2025-03-27,Same Day,38.32
4306,4306,2026-03-25,First Class,22.17
4307,4307,2025-12-28,Standard,27.68
4308,4308,2025-01-18,Standard,30.57
4309,4309,2025-08-05,Standard,10.95
4310,4310,2025-01-30,First Class,9.35
4311,4311,2024-06-04,Standard,30.89
4312,4312,2025-03-21,Second Class,48.21
4313,4313,2024-10-21,Same Day,42.53
4314,4314,2026-02-12,First Class,49.54
4315,4315,2024-09-07,Same Day,16.23
4316,4316,2024-06-05,Same Day,44.0
4317,4317,2025-08-26,Standard,22.21
4318,4318,2026-04-09,Standard,10.27
4319,4319,2026-04-13,First Class,36.58
4320,4320,2024-12-23,Same Day,13.25
4321,4321,2025-04-07,Standard,40.34
4322,4322,2024-07-29,Standard,19.91
4323,4323,2025-08-29,Second Class,42.17
4324,4324,2026-05-03,Second Class,23.41
4325,4325,2025-12-18,Second Class,38.38
4326,4326,2026-05-19,Same Day,18.98
4327,4327,2026-04-19,Second Class,34.89
4328,4328,2025-12-20,Standard,14.18
4329,4329,2025-01-10,Standard,31.0
4330,4330,2026-05-23,Standard,21.83
4331,4331,2025-05-15,Same Day,47.09
4332,4332,2024-06-06,First Class,10.66
4333,4333,2025-12-24,First Class,19.88
4334,4334,2026-01-10,Same Day,5.93
4335,4335,2025-05-27,Same Day,47.67
4336,4336,2024-10-13,First Class,14.56
4337,4337,2025-11-27,First Class,38.51
4338,4338,2025-02-21,Standard,11.31
4339,4339,2025-06-12,Same Day,7.48
4340,4340,2026-04-24,First Class,7.81
4341,4341,2025-10-17,Second Class,9.86
4342,4342,2024-11-08,Second Class,16.02
4343,4343,2025-11-10,Second Class,17.62
4344,4344,2024-07-01,Same Day,13.77
4345,4345,2024-09-09,Standard,33.75
4346,4346,2025-05-07,Standard,27.99
4347,4347,2024-11-13,Standard,30.18
4348,4348,2025-02-08,Second Class,6.04
4349,4349,2025-04-15,First Class,25.24
4350,4350,2025-08-03,Standard,11.45
4351,4351,2025-12-06,First Class,34.73
4352,4352,2024-12-17,Second Class,17.86
4353,4353,2026-04-11,Same Day,17.51
4354,4354,2025-02-04,Same Day,15.6
4355,4355,2025-05-21,Same Day,22.62
4356,4356,2025-09-07,Same Day,29.05
4357,4357,2024-11-19,Same Day,32.96
4358,4358,2024-06-24,Standard,17.3
4359,4359,2025-03-03,First Class,17.56
4360,4360,2025-01-01,Same Day,40.15
4361,4361,2024-12-28,Second Class,8.47
4362,4362,2026-04-02,Standard,7.22
4363,4363,2025-07-31,Standard,15.64
4364,4364,2025-06-08,First Class,43.74
4365,4365,2025-11-27,Same Day,37.87
4366,4366,2025-10-15,Standard,35.79
4367,4367,2024-11-22,Same Day,15.26
4368,4368,2026-02-27,First Class,40.12
4369,4369,2026-03-15,Second Class,21.36
4370,4370,2025-01-24,Standard,48.37
4371,4371,2026-01-01,Standard,35.94
4372,4372,2025-03-25,Standard,42.37
4373,4373,2025-08-04,Same Day,48.33
4374,4374,2026-02-11,Standard,45.04
4375,4375,2025-10-09,Second Class,46.49
4376,4376,2025-10-31,Second Class,25.04
4377,4377,2025-03-10,Second Class,7.67
4378,4378,2025-11-13,First Class,38.7
4379,4379,2026-04-03,First Class,22.87
4380,4380,2025-09-24,Second Class,8.41
4381,4381,2025-12-17,Second Class,14.06
4382,4382,2026-01-25,Standard,47.5
4383,4383,2024-12-13,Standard,35.25
4384,4384,2025-08-01,Standard,42.56
4385,4385,2024-08-09,Standard,20.06
4386,4386,2025-04-23,Second Class,13.9
4387,4387,2024-07-22,Same Day,44.79
4388,4388,2024-09-20,First Class,7.26
4389,4389,2024-09-30,First Class,27.0
4390,4390,2026-02-12,Second Class,49.45
4391,4391,2025-09-13,Same Day,5.27
4392,4392,2025-02-17,First Class,42.53
4393,4393,2024-07-17,Second Class,42.45
4394,4394,2026-03-17,Second Class,13.72
4395,4395,2026-02-04,First Class,5.93
4396,4396,2025-05-19,Standard,13.96
4397,4397,2026-05-15,First Class,14.61
4398,4398,2024-11-03,Second Class,44.48
4399,4399,2025-05-30,Second Class,13.22
4400,4400,2024-10-13,Second Class,5.93
4401,4401,2024-06-24,Same Day,12.58
4402,4402,2024-11-04,Standard,33.09
4403,4403,2025-09-23,Second Class,48.42
4404,4404,2025-05-16,Standard,49.41
4405,4405,2024-12-10,Second Class,15.51
4406,4406,2025-12-14,First Class,13.84
4407,4407,2026-02-21,First Class,9.53
4408,4408,2025-09-17,First Class,14.77
4409,4409,2025-02-12,Same Day,30.52
4410,4410,2025-04-01,Second Class,31.48
4411,4411,2025-08-27,Standard,15.38
4412,4412,2025-08-23,Standard,46.48
4413,4413,2024-09-10,Second Class,20.29
4414,4414,2024-08-22,Same Day,38.71
4415,4415,2025-07-23,Same Day,42.23
4416,4416,2025-01-09,Second Class,30.05
4417,4417,2025-09-09,Same Day,36.52
4418,4418,2025-10-11,Second Class,40.49
4419,4419,2025-03-27,First Class,32.19
4420,4420,2026-04-20,First Class,29.61
4421,4421,2025-11-14,Standard,33.91
4422,4422,2024-12-12,First Class,49.42
4423,4423,2025-06-20,Second Class,26.15
4424,4424,2024-06-15,First Class,39.13
4425,4425,2026-05-12,First Class,10.14
4426,4426,2025-07-19,Second Class,32.14
4427,4427,2025-04-22,First Class,31.82
4428,4428,2024-09-05,Second Class,10.71
4429,4429,2025-03-18,First Class,20.4
4430,4430,2024-06-02,Second Class,46.96
4431,4431,2024-12-12,Same Day,5.28
4432,4432,2024-08-23,Standard,16.94
4433,4433,2024-06-05,First Class,21.27
4434,4434,2026-04-28,Second Class,45.5
4435,4435,2024-07-07,First Class,25.97
4436,4436,2025-02-13,Standard,15.27
4437,4437,2024-09-16,First Class,29.76
4438,4438,2024-11-20,Second Class,44.78
4439,4439,2024-06-25,Standard,8.9
4440,4440,2025-11-08,Same Day,48.97
4441,4441,2025-04-02,Standard,13.75
4442,4442,2026-02-10,Same Day,13.65
4443,4443,2025-02-18,First Class,6.56
4444,4444,2024-07-19,Standard,24.7
4445,4445,2024-09-13,First Class,28.42
4446,4446,2025-06-25,First Class,31.93
4447,4447,2026-01-10,First Class,12.64
4448,4448,2026-05-24,Second Class,24.0
4449,4449,2026-04-12,Same Day,35.94
4450,4450,2026-02-15,Standard,28.34
4451,4451,2024-12-10,Same Day,40.21
4452,4452,2025-11-25,First Class,8.41
4453,4453,2025-07-29,Same Day,47.65
